13/06/2022 19:05:43.217 480 1655147143217
13/06/2022 19:05:43.897 10 680
13/06/2022 19:05:44.107 7 210
13/06/2022 19:05:44.314 3 207
13/06/2022 19:05:44.517 3 203
13/06/2022 19:05:44.720 2 203
13/06/2022 19:05:44.927 3 207
13/06/2022 19:05:45.149 2 222
13/06/2022 19:05:45.352 1 203
13/06/2022 19:05:45.553 1 201
13/06/2022 19:05:45.754 1 201
13/06/2022 19:05:45.956 1 202
13/06/2022 19:05:46.157 1 201
13/06/2022 19:05:46.358 2 201
13/06/2022 19:05:46.560 1 202
13/06/2022 19:05:46.762 1 202
13/06/2022 19:05:46.963 1 201
13/06/2022 19:05:47.164 1 201
13/06/2022 19:05:47.365 2 201
13/06/2022 19:05:47.567 1 202
13/06/2022 19:05:47.768 1 201
13/06/2022 19:05:47.969 1 201
13/06/2022 19:05:48.170 0 201
13/06/2022 19:05:48.370 0 200
13/06/2022 19:05:48.570 0 200
13/06/2022 19:05:48.770 0 200
13/06/2022 19:05:48.970 0 200
13/06/2022 19:05:49.171 0 201
13/06/2022 19:05:49.371 0 200
13/06/2022 19:05:49.571 0 200
13/06/2022 19:05:49.771 0 200
13/06/2022 19:05:49.971 1 200
13/06/2022 19:05:50.172 0 201
13/06/2022 19:05:50.372 0 200
13/06/2022 19:05:50.572 1 200
13/06/2022 19:05:50.772 0 200
13/06/2022 19:05:50.975 422 203
13/06/2022 19:05:51.597 2 622
13/06/2022 19:05:51.799 1 202
13/06/2022 19:05:52.000 1 201
13/06/2022 19:05:52.202 0 202
13/06/2022 19:05:52.402 1 200
13/06/2022 19:05:52.603 7 201
13/06/2022 19:05:52.810 1 207
13/06/2022 19:05:53.011 5 201
13/06/2022 19:05:53.216 0 205
13/06/2022 19:05:53.417 0 201
13/06/2022 19:05:53.617 0 200
13/06/2022 19:05:53.817 0 200
13/06/2022 19:05:54.017 0 200
13/06/2022 19:05:54.217 1 200
13/06/2022 19:05:54.418 0 201
13/06/2022 19:05:54.618 0 200
13/06/2022 19:05:54.818 0 200
13/06/2022 19:05:55.018 0 200
13/06/2022 19:05:55.219 0 201
13/06/2022 19:05:55.419 0 200
13/06/2022 19:05:55.619 0 200
13/06/2022 19:05:55.819 0 200
13/06/2022 19:05:56.019 0 200
13/06/2022 19:05:56.220 0 201
13/06/2022 19:05:56.420 0 200
13/06/2022 19:05:56.620 0 200
13/06/2022 19:05:56.820 0 200
13/06/2022 19:05:57.020 1 200
13/06/2022 19:05:57.221 0 201
13/06/2022 19:05:57.421 0 200
13/06/2022 19:05:57.621 0 200
13/06/2022 19:05:57.821 0 200
13/06/2022 19:05:58.021 0 200
13/06/2022 19:05:58.221 0 200
13/06/2022 19:05:58.422 0 201
13/06/2022 19:05:58.622 128 200
13/06/2022 19:05:58.950 1 328
13/06/2022 19:05:59.151 1 201
13/06/2022 19:05:59.352 3 201
13/06/2022 19:05:59.555 0 203
13/06/2022 19:05:59.755 0 200
13/06/2022 19:05:59.955 1 200
13/06/2022 19:06:00.156 2 201
13/06/2022 19:06:00.358 3 202
13/06/2022 19:06:00.561 0 203
13/06/2022 19:06:00.761 0 200
13/06/2022 19:06:00.961 0 200
13/06/2022 19:06:01.161 0 200
13/06/2022 19:06:01.361 0 200
13/06/2022 19:06:01.561 0 200
13/06/2022 19:06:01.762 0 201
13/06/2022 19:06:01.962 0 200
13/06/2022 19:06:02.162 0 200
13/06/2022 19:06:02.362 0 200
13/06/2022 19:06:02.562 0 200
13/06/2022 19:06:02.762 0 200
13/06/2022 19:06:02.962 1 200
13/06/2022 19:06:03.163 0 201
13/06/2022 19:06:03.363 0 200
13/06/2022 19:06:03.563 0 200
13/06/2022 19:06:03.763 0 200
13/06/2022 19:06:03.963 0 200
13/06/2022 19:06:04.164 0 201
13/06/2022 19:06:04.364 0 200
13/06/2022 19:06:04.564 0 200
13/06/2022 19:06:04.764 0 200
13/06/2022 19:06:04.965 0 201
13/06/2022 19:06:05.165 0 200
13/06/2022 19:06:05.365 0 200
13/06/2022 19:06:05.565 0 200
13/06/2022 19:06:05.765 0 200
13/06/2022 19:06:05.965 145 200
13/06/2022 19:06:06.310 2 345
13/06/2022 19:06:06.512 2 202
13/06/2022 19:06:06.714 1 202
13/06/2022 19:06:06.915 2 201
13/06/2022 19:06:07.117 1 202
13/06/2022 19:06:07.318 1 201
13/06/2022 19:06:07.519 1 201
13/06/2022 19:06:07.721 2 202
13/06/2022 19:06:07.924 0 203
13/06/2022 19:06:08.124 4 200
13/06/2022 19:06:08.328 0 204
13/06/2022 19:06:08.528 1 200
13/06/2022 19:06:08.729 0 201
13/06/2022 19:06:08.929 0 200
13/06/2022 19:06:09.129 1 200
13/06/2022 19:06:09.330 1 201
13/06/2022 19:06:09.531 5 201
13/06/2022 19:06:09.736 1 205
13/06/2022 19:06:09.937 1 201
13/06/2022 19:06:10.138 1 201
13/06/2022 19:06:10.340 0 202
13/06/2022 19:06:10.540 1 200
13/06/2022 19:06:10.741 1 201
13/06/2022 19:06:10.942 1 201
13/06/2022 19:06:11.143 0 201
13/06/2022 19:06:11.344 0 201
13/06/2022 19:06:11.544 1 200
13/06/2022 19:06:11.745 1 201
13/06/2022 19:06:11.946 1 201
13/06/2022 19:06:12.147 0 201
13/06/2022 19:06:12.347 0 200
13/06/2022 19:06:12.547 0 200
13/06/2022 19:06:12.748 0 201
13/06/2022 19:06:12.948 0 200
13/06/2022 19:06:13.148 0 200
13/06/2022 19:06:13.348 421 200
13/06/2022 19:06:13.969 1 621
13/06/2022 19:06:14.171 0 202
13/06/2022 19:06:14.371 3 200
13/06/2022 19:06:14.574 2 203
13/06/2022 19:06:14.776 1 202
13/06/2022 19:06:14.977 1 201
13/06/2022 19:06:15.178 1 201
13/06/2022 19:06:15.379 2 201
13/06/2022 19:06:15.581 0 202
13/06/2022 19:06:15.781 1 200
13/06/2022 19:06:15.982 0 201
13/06/2022 19:06:16.182 1 200
13/06/2022 19:06:16.385 0 203
13/06/2022 19:06:16.585 0 200
13/06/2022 19:06:16.785 1 200
13/06/2022 19:06:16.986 1 201
13/06/2022 19:06:17.187 1 201
13/06/2022 19:06:17.388 1 201
13/06/2022 19:06:17.589 1 201
13/06/2022 19:06:17.790 1 201
13/06/2022 19:06:17.991 1 201
13/06/2022 19:06:18.192 1 201
13/06/2022 19:06:18.393 6 201
13/06/2022 19:06:18.599 1 206
13/06/2022 19:06:18.800 0 201
13/06/2022 19:06:19.002 0 202
13/06/2022 19:06:19.202 1 200
13/06/2022 19:06:19.404 0 202
13/06/2022 19:06:19.604 0 200
13/06/2022 19:06:19.804 0 200
13/06/2022 19:06:20.004 1 200
13/06/2022 19:06:20.205 0 201
13/06/2022 19:06:20.405 0 200
13/06/2022 19:06:20.605 0 200
13/06/2022 19:06:20.805 0 200
13/06/2022 19:06:21.005 399 200
13/06/2022 19:06:21.605 1 600
13/06/2022 19:06:21.806 0 201
13/06/2022 19:06:22.006 0 200
13/06/2022 19:06:22.206 0 200
13/06/2022 19:06:22.406 0 200
13/06/2022 19:06:22.606 1 200
13/06/2022 19:06:22.807 0 201
13/06/2022 19:06:23.007 0 200
13/06/2022 19:06:23.207 0 200
13/06/2022 19:06:23.407 0 200
13/06/2022 19:06:23.608 0 201
13/06/2022 19:06:23.808 0 200
13/06/2022 19:06:24.008 1 200
13/06/2022 19:06:24.209 0 201
13/06/2022 19:06:24.409 0 200
13/06/2022 19:06:24.609 0 200
13/06/2022 19:06:24.809 0 200
13/06/2022 19:06:25.009 0 200
13/06/2022 19:06:25.210 0 201
13/06/2022 19:06:25.410 0 200
13/06/2022 19:06:25.611 0 201
13/06/2022 19:06:25.811 0 200
13/06/2022 19:06:26.011 0 200
13/06/2022 19:06:26.211 0 200
13/06/2022 19:06:26.411 0 200
13/06/2022 19:06:26.611 0 200
13/06/2022 19:06:26.811 0 200
13/06/2022 19:06:27.011 0 200
13/06/2022 19:06:27.212 0 201
13/06/2022 19:06:27.412 0 200
13/06/2022 19:06:27.612 0 200
13/06/2022 19:06:27.812 0 200
13/06/2022 19:06:28.012 0 200
13/06/2022 19:06:28.212 0 200
13/06/2022 19:06:28.412 0 200
13/06/2022 19:06:28.612 1235 200
13/06/2022 19:06:30.047 2 1435
13/06/2022 19:06:30.249 1 202
13/06/2022 19:06:30.450 2 201
13/06/2022 19:06:30.652 0 202
13/06/2022 19:06:30.853 1 201
13/06/2022 19:06:31.054 1 201
13/06/2022 19:06:31.255 14 201
13/06/2022 19:06:31.469 1 214
13/06/2022 19:06:31.670 1 201
13/06/2022 19:06:31.872 1 202
13/06/2022 19:06:32.073 1 201
13/06/2022 19:06:32.275 1 202
13/06/2022 19:06:32.476 1 201
13/06/2022 19:06:32.677 2 201
13/06/2022 19:06:32.879 13 202
13/06/2022 19:06:33.092 1 213
13/06/2022 19:06:33.294 0 202
13/06/2022 19:06:33.494 1 200
13/06/2022 19:06:33.695 1 201
13/06/2022 19:06:33.896 1 201
13/06/2022 19:06:34.097 2 201
13/06/2022 19:06:34.299 2 202
13/06/2022 19:06:34.501 12 202
13/06/2022 19:06:34.713 0 212
13/06/2022 19:06:34.913 1 200
13/06/2022 19:06:35.114 1 201
13/06/2022 19:06:35.315 1 201
13/06/2022 19:06:35.516 1 201
13/06/2022 19:06:35.717 1 201
13/06/2022 19:06:35.918 1 201
13/06/2022 19:06:36.119 1 201
13/06/2022 19:06:36.320 1 201
13/06/2022 19:06:36.521 1 201
13/06/2022 19:06:36.722 14 201
13/06/2022 19:06:36.939 531 217
13/06/2022 19:06:37.670 0 731
13/06/2022 19:06:37.870 4 200
13/06/2022 19:06:38.074 1 204
13/06/2022 19:06:38.275 1 201
13/06/2022 19:06:38.476 18 201
13/06/2022 19:06:38.694 1 218
13/06/2022 19:06:38.895 1 201
13/06/2022 19:06:39.097 1 202
13/06/2022 19:06:39.298 0 201
13/06/2022 19:06:39.498 0 200
13/06/2022 19:06:39.698 0 200
13/06/2022 19:06:39.898 0 200
13/06/2022 19:06:40.098 0 200
13/06/2022 19:06:40.299 0 201
13/06/2022 19:06:40.499 0 200
13/06/2022 19:06:40.699 0 200
13/06/2022 19:06:40.899 0 200
13/06/2022 19:06:41.099 0 200
13/06/2022 19:06:41.299 0 200
13/06/2022 19:06:41.499 0 200
13/06/2022 19:06:41.700 0 201
13/06/2022 19:06:41.900 0 200
13/06/2022 19:06:42.100 0 200
13/06/2022 19:06:42.300 0 200
13/06/2022 19:06:42.500 0 200
13/06/2022 19:06:42.700 0 200
13/06/2022 19:06:42.900 0 200
13/06/2022 19:06:43.100 0 200
13/06/2022 19:06:43.300 1 200
13/06/2022 19:06:43.501 0 201
13/06/2022 19:06:43.701 0 200
13/06/2022 19:06:43.901 0 200
13/06/2022 19:06:44.101 0 200
13/06/2022 19:06:44.301 0 200
13/06/2022 19:06:44.501 0 200
13/06/2022 19:06:44.702 390 201
13/06/2022 19:06:45.292 8 590
13/06/2022 19:06:45.501 0 209
13/06/2022 19:06:45.701 1 200
13/06/2022 19:06:45.902 0 201
13/06/2022 19:06:46.102 0 200
13/06/2022 19:06:46.302 0 200
13/06/2022 19:06:46.503 0 201
13/06/2022 19:06:46.703 0 200
13/06/2022 19:06:46.903 0 200
13/06/2022 19:06:47.103 0 200
13/06/2022 19:06:47.303 0 200
13/06/2022 19:06:47.503 0 200
13/06/2022 19:06:47.704 0 201
13/06/2022 19:06:47.904 0 200
13/06/2022 19:06:48.104 0 200
13/06/2022 19:06:48.304 0 200
13/06/2022 19:06:48.504 0 200
13/06/2022 19:06:48.704 0 200
13/06/2022 19:06:48.904 0 200
13/06/2022 19:06:49.104 0 200
13/06/2022 19:06:49.305 0 201
13/06/2022 19:06:49.505 0 200
13/06/2022 19:06:49.706 0 201
13/06/2022 19:06:49.906 0 200
13/06/2022 19:06:50.106 0 200
13/06/2022 19:06:50.306 0 200
13/06/2022 19:06:50.506 0 200
13/06/2022 19:06:50.706 0 200
13/06/2022 19:06:50.906 0 200
13/06/2022 19:06:51.106 0 200
13/06/2022 19:06:51.307 0 201
13/06/2022 19:06:51.507 0 200
13/06/2022 19:06:51.707 0 200
13/06/2022 19:06:51.907 0 200
13/06/2022 19:06:52.107 0 200
13/06/2022 19:06:52.307 85 200
13/06/2022 19:06:52.592 1 285
13/06/2022 19:06:52.793 0 201
13/06/2022 19:06:52.993 0 200
13/06/2022 19:06:53.194 0 201
13/06/2022 19:06:53.394 0 200
13/06/2022 19:06:53.594 0 200
13/06/2022 19:06:53.794 2 200
13/06/2022 19:06:53.996 0 202
13/06/2022 19:06:54.196 0 200
13/06/2022 19:06:54.396 0 200
13/06/2022 19:06:54.596 0 200
13/06/2022 19:06:54.796 0 200
13/06/2022 19:06:54.997 0 201
13/06/2022 19:06:55.197 0 200
13/06/2022 19:06:55.397 0 200
13/06/2022 19:06:55.597 0 200
13/06/2022 19:06:55.797 0 200
13/06/2022 19:06:55.997 0 200
13/06/2022 19:06:56.197 0 200
13/06/2022 19:06:56.397 0 200
13/06/2022 19:06:56.597 0 200
13/06/2022 19:06:56.797 1 200
13/06/2022 19:06:56.998 0 201
13/06/2022 19:06:57.198 0 200
13/06/2022 19:06:57.398 10 200
13/06/2022 19:06:57.608 0 210
13/06/2022 19:06:57.808 0 200
13/06/2022 19:06:58.008 0 200
13/06/2022 19:06:58.208 0 200
13/06/2022 19:06:58.408 0 200
13/06/2022 19:06:58.608 0 200
13/06/2022 19:06:58.808 0 200
13/06/2022 19:06:59.008 0 200
13/06/2022 19:06:59.209 0 201
13/06/2022 19:06:59.409 0 200
13/06/2022 19:06:59.609 620 200
13/06/2022 19:07:00.429 0 820
13/06/2022 19:07:00.629 6 200
13/06/2022 19:07:00.835 1 206
13/06/2022 19:07:01.036 1 201
13/06/2022 19:07:01.237 0 201
13/06/2022 19:07:01.437 1 200
13/06/2022 19:07:01.638 1 201
13/06/2022 19:07:01.839 1 201
13/06/2022 19:07:02.040 0 201
13/06/2022 19:07:02.240 1 200
13/06/2022 19:07:02.441 2 201
13/06/2022 19:07:02.644 0 203
13/06/2022 19:07:02.844 2 200
13/06/2022 19:07:03.046 0 202
13/06/2022 19:07:03.246 1 200
13/06/2022 19:07:03.447 1 201
13/06/2022 19:07:03.648 1 201
13/06/2022 19:07:03.849 1 201
13/06/2022 19:07:04.050 1 201
13/06/2022 19:07:04.251 15 201
13/06/2022 19:07:04.466 3 215
13/06/2022 19:07:04.669 1 203
13/06/2022 19:07:04.870 1 201
13/06/2022 19:07:05.071 1 201
13/06/2022 19:07:05.272 1 201
13/06/2022 19:07:05.473 0 201
13/06/2022 19:07:05.674 0 201
13/06/2022 19:07:05.874 14 200
13/06/2022 19:07:06.088 1 214
13/06/2022 19:07:06.289 1 201
13/06/2022 19:07:06.490 1 201
13/06/2022 19:07:06.691 2 201
13/06/2022 19:07:06.893 1 202
13/06/2022 19:07:07.094 0 201
13/06/2022 19:07:07.294 0 200
13/06/2022 19:07:07.494 910 200
13/06/2022 19:07:08.604 0 1110
13/06/2022 19:07:08.804 0 200
13/06/2022 19:07:09.004 0 200
13/06/2022 19:07:09.204 1 200
13/06/2022 19:07:09.404 0 200
13/06/2022 19:07:09.604 0 200
13/06/2022 19:07:09.804 0 200
13/06/2022 19:07:10.004 0 200
13/06/2022 19:07:10.204 1 200
13/06/2022 19:07:10.405 0 201
13/06/2022 19:07:10.605 0 200
13/06/2022 19:07:10.805 0 200
13/06/2022 19:07:11.005 0 200
13/06/2022 19:07:11.205 0 200
13/06/2022 19:07:11.405 0 200
13/06/2022 19:07:11.605 1 200
13/06/2022 19:07:11.806 0 201
13/06/2022 19:07:12.006 0 200
13/06/2022 19:07:12.206 0 200
13/06/2022 19:07:12.406 0 200
13/06/2022 19:07:12.606 0 200
13/06/2022 19:07:12.806 0 200
13/06/2022 19:07:13.006 0 200
13/06/2022 19:07:13.206 0 200
13/06/2022 19:07:13.407 0 201
13/06/2022 19:07:13.607 0 200
13/06/2022 19:07:13.807 0 200
13/06/2022 19:07:14.007 0 200
13/06/2022 19:07:14.207 0 200
13/06/2022 19:07:14.407 0 200
13/06/2022 19:07:14.607 0 200
13/06/2022 19:07:14.807 0 200
13/06/2022 19:07:15.007 1 200
13/06/2022 19:07:15.208 0 201
13/06/2022 19:07:15.408 0 200
13/06/2022 19:07:15.608 349 200
13/06/2022 19:07:16.157 1 549
13/06/2022 19:07:16.358 1 201
13/06/2022 19:07:16.559 18 201
13/06/2022 19:07:16.777 1 218
13/06/2022 19:07:16.978 1 201
13/06/2022 19:07:17.179 1 201
13/06/2022 19:07:17.380 1 201
13/06/2022 19:07:17.581 1 201
13/06/2022 19:07:17.782 1 201
13/06/2022 19:07:17.983 0 201
13/06/2022 19:07:18.184 1 201
13/06/2022 19:07:18.384 0 200
13/06/2022 19:07:18.584 0 200
13/06/2022 19:07:18.784 0 200
13/06/2022 19:07:18.984 0 200
13/06/2022 19:07:19.184 0 200
13/06/2022 19:07:19.385 0 201
13/06/2022 19:07:19.585 0 200
13/06/2022 19:07:19.785 0 200
13/06/2022 19:07:19.985 0 200
13/06/2022 19:07:20.185 0 200
13/06/2022 19:07:20.385 0 200
13/06/2022 19:07:20.586 0 201
13/06/2022 19:07:20.786 0 200
13/06/2022 19:07:20.986 0 200
13/06/2022 19:07:21.186 0 200
13/06/2022 19:07:21.386 0 200
13/06/2022 19:07:21.586 0 200
13/06/2022 19:07:21.786 0 200
13/06/2022 19:07:21.986 1 200
13/06/2022 19:07:22.187 0 201
13/06/2022 19:07:22.387 0 200
13/06/2022 19:07:22.587 0 200
13/06/2022 19:07:22.787 0 200
13/06/2022 19:07:22.987 0 200
13/06/2022 19:07:23.188 389 201
13/06/2022 19:07:23.777 9 589
13/06/2022 19:07:23.986 1 209
13/06/2022 19:07:24.187 1 201
13/06/2022 19:07:24.388 1 201
13/06/2022 19:07:24.589 0 201
13/06/2022 19:07:24.790 0 201
13/06/2022 19:07:24.990 15 200
13/06/2022 19:07:25.205 0 215
13/06/2022 19:07:25.405 8 200
13/06/2022 19:07:25.613 0 208
13/06/2022 19:07:25.813 1 200
13/06/2022 19:07:26.014 0 201
13/06/2022 19:07:26.214 1 200
13/06/2022 19:07:26.415 0 201
13/06/2022 19:07:26.615 1 200
13/06/2022 19:07:26.816 1 201
13/06/2022 19:07:27.017 1 201
13/06/2022 19:07:27.218 1 201
13/06/2022 19:07:27.419 0 201
13/06/2022 19:07:27.619 1 200
13/06/2022 19:07:27.820 0 201
13/06/2022 19:07:28.020 1 200
13/06/2022 19:07:28.221 0 201
13/06/2022 19:07:28.422 0 201
13/06/2022 19:07:28.622 12 200
13/06/2022 19:07:28.834 1 212
13/06/2022 19:07:29.035 0 201
13/06/2022 19:07:29.235 1 200
13/06/2022 19:07:29.436 1 201
13/06/2022 19:07:29.639 0 203
13/06/2022 19:07:29.839 15 200
